"","EXER_AMT","AGE_TYPE","RENT_HR","RENT_TYPE","park","holiday","RENT_SPOT","GENDER_CD","USE_CNT","CARBON_AMT","MOVE_TIME"
"1829",59.05,"5","1","1","1","0","3","1","1",0.54,10
"1830",53.53,"4","4","1","0","0","3","1","1",0.45,18
"1831",48.69,"4","5","0","1","1","1","0","1",0.48,15
"1832",25.26,"3","6","1","1","0","2","0","1",0.26,7
"1833",18.75,"5","5","1","0","1","3","0","1",0.17,30
"1834",244.73,"4","3","1","0","0","2","1","1",1.91,26
"1835",5.41,"2","2","1","0","0","3","1","1",0.05,1
"1836",35.09,"3","1","1","1","0","1","0","1",0.4,8
"1837",69.89,"2","5","0","1","1","2","1","1",0.55,14
"1838",68.33,"2","3","1","1","1","2","0","0",0.72,16
"1839",49.01,"4","3","1","1","0","2","1","1",0.38,10
"1840",114.67,"3","5","1","0","0","2","1","1",0.79,27
"1841",34.93,"3","1","1","0","0","3","1","1",0.29,7
"1842",59.85,"2","2","1","1","0","2","1","1",0.42,12
"1843",9.71,"4","4","1","0","0","1","1","1",0.08,2
"1844",91.29,"3","4","1","1","1","2","1","1",0.92,27
"1845",170.76,"2","4","1","1","1","1","1","1",1.25,38
"1846",248.86,"5","4","1","1","1","2","1","0",2.28,76
"1847",10.81,"3","5","1","1","1","2","0","1",0.1,2
"1848",99.58,"4","5","1","0","1","3","0","1",0.9,21
"1849",293.39,"3","4","1","1","1","2","1","1",2.05,56
"1850",235.7,"5","4","1","1","0","1","1","1",2.23,38
"1851",454.41,"4","5","0","1","1","1","1","1",3.13,117
"1852",34.59,"5","5","1","1","0","1","1","1",0.24,7
"1853",35.11,"3","4","1","0","0","3","0","1",0.32,13
"1854",60.73,"3","2","1","0","0","2","0","1",0.55,29
"1855",170.12,"1","6","0","1","1","2","1","1",1.66,46
"1856",225.43,"3","4","1","0","1","2","0","1",2.03,48
"1857",32.95,"3","5","1","1","1","2","0","1",0.36,10
"1858",202.57,"2","6","0","0","0","2","0","1",1.83,46
"1859",25.61,"4","3","1","0","0","3","1","1",0.2,4
"1860",94.6,"2","6","0","1","0","2","1","0",0.89,67
"1861",51.8,"3","3","1","1","1","2","0","1",0.76,20
"1862",134.5,"4","4","1","1","1","2","0","0",1.09,101
"1863",34.9,"2","1","1","0","0","3","0","1",0.41,13
"1864",189.33,"4","4","0","1","1","1","1","0",1.68,143
"1865",201.4,"1","5","0","1","1","1","1","0",1.98,89
"1866",201.75,"5","6","1","1","1","2","0","0",2.23,59
"1867",35.46,"2","2","1","0","0","3","0","0",0.35,12
"1868",248.28,"4","5","1","0","0","3","1","1",1.94,69
"1869",106.86,"2","5","1","0","0","1","0","1",1.04,20
"1870",136.26,"5","4","1","1","1","1","1","1",1.08,22
"1871",47.35,"3","4","0","1","0","2","1","1",0.37,14
"1872",75.09,"5","4","1","0","1","2","1","1",0.64,38
"1873",72.42,"2","5","1","1","0","2","0","1",0.88,23
"1874",109.06,"2","6","1","1","0","1","0","1",1.06,55
"1875",24,"1","6","1","0","1","3","0","1",0.22,5
"1876",147,"5","2","1","0","0","3","1","1",1.08,23
"1877",0,"2","3","1","0","1","3","1","1",0,2
"1878",15.38,"2","3","0","1","0","2","1","1",0.15,5
"1879",29.84,"2","1","1","0","0","2","0","0",0.27,9
"1880",130.29,"3","4","1","1","1","2","0","1",1.34,39
"1881",0,"2","3","0","1","0","2","0","1",0,2
"1882",24.44,"5","6","1","0","0","3","1","1",0.18,7
"1883",49.27,"4","4","0","0","1","2","1","1",0.41,52
"1884",8.49,"1","4","1","0","0","3","1","1",0.08,1
"1885",21.2,"3","1","1","1","0","2","0","1",0.23,7
"1886",35.26,"4","3","1","1","0","1","0","1",0.32,15
"1887",118.36,"5","1","1","1","0","2","1","1",0.99,21
"1888",129.53,"5","3","1","0","0","3","0","0",1.17,61
"1889",43.64,"4","6","0","1","0","2","1","0",0.34,126
"1890",140.55,"4","5","1","0","1","3","1","1",1.27,69
"1891",27.29,"4","3","1","0","0","2","1","1",0.19,5
"1892",63.92,"2","2","1","1","0","3","1","1",0.58,15
"1893",13.89,"5","4","1","0","0","1","1","1",0.1,4
"1894",116.09,"2","6","1","1","0","1","1","1",0.97,20
"1895",35.28,"2","2","0","1","1","2","0","1",0.46,23
"1896",62.09,"4","5","1","1","0","2","1","1",0.43,12
"1897",19.31,"2","5","1","1","0","2","0","1",0.17,8
"1898",51.46,"3","6","1","1","1","1","0","1",0.67,18
"1899",63.87,"3","6","0","0","0","1","1","1",0.52,12
"1900",67.89,"4","1","0","1","1","2","0","1",0.85,30
"1901",143.09,"5","2","0","1","1","1","0","1",1.52,61
"1902",16.37,"3","2","1","0","0","3","0","1",0.18,4
"1903",14.49,"2","4","1","0","1","3","1","1",0.12,12
"1904",280.34,"5","6","1","1","1","2","0","1",2.88,114
"1905",19.91,"1","5","1","1","1","2","1","1",0.14,5
"1906",10.02,"2","4","1","0","1","3","0","1",0.11,6
"1907",45.95,"3","2","1","0","0","1","0","1",0.41,22
"1908",302.2,"4","3","1","1","1","1","1","1",2.64,110
"1909",40.57,"4","1","0","0","0","1","1","1",0.32,7
"1910",87.18,"5","2","1","0","0","3","1","0",0.7,34
"1911",32.26,"3","2","1","0","0","2","1","0",0.28,8
"1912",197.94,"5","4","1","1","1","1","1","1",1.78,70
"1913",51.21,"3","3","1","0","1","1","0","1",0.57,17
"1914",20.85,"2","5","1","0","0","2","1","1",0.19,8
"1915",35.86,"3","3","1","0","1","3","0","1",0.4,22
"1916",24.57,"4","2","1","0","1","3","1","1",0.17,4
"1917",33.46,"5","5","0","1","0","2","1","1",0.3,7
"1918",313.99,"5","2","0","1","1","2","1","1",2.04,194
"1919",76.85,"5","3","1","1","1","2","0","1",0.73,18
"1920",124.42,"3","2","1","1","0","2","0","1",1.21,46
"1921",10.64,"5","3","0","1","1","3","0","1",0.13,5
"1922",96.31,"5","4","1","0","0","2","1","1",0.74,17
"1923",40.38,"3","5","0","1","0","3","0","1",0.35,10
"1924",65.7,"1","2","0","1","1","1","1","1",1.28,140
"1925",46.63,"3","4","1","0","1","2","1","1",0.36,11
"1926",275.68,"1","3","0","0","1","3","1","1",1.9,70
"1927",27.37,"3","5","0","1","1","1","0","1",0.33,60
"1928",54.55,"3","6","1","1","1","2","1","1",0.48,15
"1929",64.94,"4","4","1","0","0","3","0","0",0.67,34
"1930",69.2,"4","3","0","1","0","1","1","1",0.54,33
"1931",146.85,"4","5","1","1","1","1","1","1",1.18,77
"1932",20.24,"2","3","1","1","1","1","0","1",0.25,6
"1933",14.45,"3","2","1","0","0","2","0","1",0.13,4
"1934",18.08,"3","3","1","1","0","2","1","1",0.12,5
"1935",32.18,"3","3","1","0","0","2","0","1",0.29,7
"1936",67.12,"4","1","1","1","0","2","1","0",0.48,13
"1937",82.87,"4","2","1","0","0","2","1","1",0.61,33
"1938",341.02,"4","4","0","1","1","1","0","0",3.23,244
"1939",20.91,"3","4","1","1","0","2","1","1",0.15,4
"1940",350.27,"4","4","0","1","1","1","0","1",3.54,127
"1941",0.7,"3","2","1","0","0","3","1","1",0.01,10
"1942",23.51,"5","1","1","0","0","2","0","1",0.26,8
"1943",41.79,"3","2","1","1","1","2","0","1",0.41,15
"1944",251.73,"3","5","1","0","1","2","1","1",1.84,41
"1945",30.98,"3","5","1","0","1","3","0","1",0.38,48
"1946",21.37,"2","1","1","0","0","3","1","1",0.16,3
"1947",320.56,"4","5","1","0","0","3","1","0",2.49,58
"1948",19.43,"5","3","1","0","1","2","1","1",0.15,53
"1949",138.6,"4","5","0","0","0","1","1","1",1.16,41
"1950",104.78,"5","4","1","0","1","3","0","1",0.94,39
"1951",119.63,"3","6","1","1","0","2","0","0",1.13,27
"1952",74.78,"2","3","0","1","0","2","0","0",0.8,39
"1953",0.49,"5","2","1","1","0","1","0","1",0.01,48
"1954",198.97,"4","4","1","0","0","1","1","1",1.79,31
"1955",295.76,"2","5","0","1","1","2","0","0",2.77,116
"1956",18.73,"4","3","1","0","0","3","1","1",0.13,3
"1957",62.03,"2","3","1","0","0","1","1","1",0.56,16
"1958",0,"2","4","1","0","1","3","1","1",0,2
"1959",90.92,"1","2","1","0","1","3","1","1",0.67,15
"1960",151.44,"4","3","1","1","1","1","1","1",1.04,125
"1961",361.47,"5","1","1","0","0","2","1","1",2.65,41
"1962",211.17,"5","5","1","1","1","2","1","1",1.65,43
"1963",7.67,"2","5","1","0","0","2","0","1",0.09,1
"1964",388.77,"2","4","1","0","1","3","0","0",3.92,93
"1965",10.55,"4","3","1","0","0","3","1","1",0.1,2
"1966",29.09,"3","2","1","0","1","3","1","1",0.26,115
"1967",62.16,"4","3","1","1","1","1","1","1",0.56,45
"1968",176.63,"2","3","0","1","1","3","0","1",1.88,73
"1969",32.11,"4","3","1","0","1","3","0","1",0.35,14
"1970",36.55,"2","2","1","0","0","3","0","1",0.33,9
"1971",20.95,"1","1","1","0","0","3","1","1",0.22,7
"1972",19.28,"2","6","1","1","0","3","0","1",0.22,41
"1973",45.22,"4","4","0","1","1","1","1","1",0.8,60
"1974",20.47,"2","6","1","1","1","3","0","1",0.18,9
"1975",125.77,"4","5","1","1","0","2","1","0",1.15,33
"1976",0,"2","1","1","0","0","2","1","1",0,2
"1977",108.97,"3","3","0","1","1","2","0","1",0.98,117
"1978",228.97,"3","4","1","1","0","2","1","1",1.92,18
"1979",28.87,"2","2","1","0","1","1","0","1",0.26,20
"1980",57.5,"3","4","1","1","0","3","0","1",0.61,15
"1981",50.41,"2","6","1","0","1","3","1","1",0.36,11
"1982",36.9,"4","4","0","1","0","2","1","1",0.29,12
"1983",89.58,"4","3","1","1","0","3","0","1",0.81,24
"1984",92.07,"2","2","1","0","0","3","0","1",1.08,28
"1985",11.58,"5","4","1","1","0","1","0","1",0.1,3
"1986",22.49,"5","2","1","1","1","3","0","1",0.22,7
"1987",492.45,"4","4","0","1","1","1","1","0",3.47,164
"1988",44.17,"4","2","0","1","1","3","1","1",0.33,12
"1989",20.39,"3","3","0","0","0","2","1","1",0.18,6
"1990",157.24,"2","3","0","1","1","2","0","1",2.05,65
"1991",25.39,"3","3","1","0","1","3","0","1",0.23,12
"1992",102.31,"2","5","1","1","0","2","0","1",1.2,34
"1993",515.75,"3","2","1","1","1","2","1","1",3.78,51
"1994",65.64,"2","3","1","1","1","3","0","0",0.61,28
"1995",82.94,"4","1","1","0","0","2","1","0",0.65,27
"1996",308.88,"4","4","1","1","1","1","1","1",2.78,97
"1997",38.61,"3","4","1","1","0","1","0","1",0.35,10
"1998",81.59,"2","5","0","1","1","1","0","0",0.91,37
"1999",37.32,"5","3","1","0","0","2","0","1",0.34,12
"2000",12.18,"4","1","1","0","0","3","0","1",0.11,6
